Date,SBIN,HDFC ,ICICI,Kotak,Axis
01-01-2019,299.6,1074.05,363.75,1250.45,627.3
02-01-2019,293.9,1064.25,364.6,1240.6,620.05
03-01-2019,291.1,1055.9,363.25,1235.25,607.95
04-01-2019,297.65,1058.72,365.2,1247.95,619.6
07-01-2019,296.3,1060.33,367.7,1246.6,637.45
08-01-2019,305.3,1051.5,380.15,1228.9,650.9
09-01-2019,305.3,1058.4,382.25,1238.25,670.1
10-01-2019,305.55,1054.25,379.5,1219.55,663.25
11-01-2019,302.75,1055.95,378.55,1223.2,666.5
14-01-2019,300.4,1050.83,373.35,1211.75,659.2
15-01-2019,301.65,1060.95,372.75,1213.4,660.6
16-01-2019,303.15,1060.1,375.3,1202.75,664
17-01-2019,297.4,1066.15,374.6,1219.95,676.65
18-01-2019,294.95,1065.13,372,1240.2,664.6
21-01-2019,292.45,1074.08,371.7,1267.6,660.3
22-01-2019,290.25,1067.93,369.05,1291.75,661.6
23-01-2019,286.65,1052.7,367.4,1276.5,661.6
24-01-2019,288.05,1051.13,364.8,1267.75,663.65
25-01-2019,285.4,1048,357.2,1266.15,669.75
28-01-2019,281.6,1042.08,343.55,1260.45,656.3
29-01-2019,280.6,1028.8,346.85,1251.4,660.75
30-01-2019,287.45,1017.35,365.9,1222.2,690.95
31-01-2019,293.65,1039.97,364.45,1255.75,722.7
01-02-2019,284.4,1045.22,354.65,1255.7,717.25
04-02-2019,283.95,1052.45,354.55,1272.2,720.5
05-02-2019,284.65,1057.03,352.65,1279.15,729.5
06-02-2019,289.05,1061.33,359.3,1279.5,725.75
07-02-2019,287.4,1058.63,358.65,1284.55,730.15
08-02-2019,286,1061.33,355.1,1299.4,719.4
11-02-2019,280.5,1069.83,350.05,1301.55,710.85
12-02-2019,275.4,1064.85,344.3,1298.65,705.6
13-02-2019,268.2,1071.72,339.75,1298.3,697.5
14-02-2019,267.1,1055.1,343.95,1286.8,695
15-02-2019,262.95,1050.33,342.15,1283.65,686.6
18-02-2019,259.95,1044.95,342.15,1280.45,693.3
19-02-2019,262.9,1042.03,343.25,1289.75,693.05
20-02-2019,267.7,1054.18,345.2,1289.15,700.35
21-02-2019,268,1057.95,351.3,1237.9,697.2
22-02-2019,270.95,1045.72,352.05,1240.95,702.05
25-02-2019,270.15,1062.7,355.6,1236.15,703.7
26-02-2019,266.35,1055.33,348.2,1216.15,710.15
27-02-2019,267.65,1046.13,345.55,1213.1,718.2
28-02-2019,269.05,1038.78,350.15,1225.95,709.55
01-03-2019,272.95,1041.68,354.25,1240.45,702.4
05-03-2019,276.45,1053.55,363.25,1241.3,732.05
06-03-2019,278.1,1052.13,371.95,1237.2,720.6
07-03-2019,281.75,1063.25,370.8,1238.9,733.75
08-03-2019,281.2,1064.1,370.6,1249.55,733.4
11-03-2019,287.35,1064.22,375.85,1263.35,734.5
12-03-2019,286.9,1085.5,388.2,1261.25,742.55
13-03-2019,293.15,1113.28,391.9,1268.95,738
14-03-2019,291.9,1112.38,387.9,1325.15,740.6
15-03-2019,298.4,1126.5,395.3,1343.65,735.1
18-03-2019,298.95,1130.72,398.05,1347.75,751.6
19-03-2019,303.05,1133.88,398.4,1351.6,760.9
20-03-2019,303.8,1149.5,392.9,1336.25,755.75
22-03-2019,298.05,1138.08,391.8,1308.65,757.05
25-03-2019,294,1140.65,383.5,1342.95,745.7
26-03-2019,303.5,1155.68,394.1,1332.85,757.1
27-03-2019,308.8,1149.72,393.2,1340.75,759.3
28-03-2019,319,1151.4,400.55,1334.5,780.7
29-03-2019,320.75,1159.45,400.5,1339.4,777.25
01-04-2019,322.75,1155.9,398.25,1339.45,765.6
02-04-2019,329,1147.43,397.15,1334.2,767.4
03-04-2019,320.5,1146.38,392.1,1322.9,761.5
04-04-2019,321.8,1141.97,388.75,1335.95,762.15
05-04-2019,317.05,1152.8,390.55,1343.25,762.2
08-04-2019,312.8,1144.7,387.1,1341.45,754.6
09-04-2019,314.75,1143.63,397.15,1349.9,763.4
10-04-2019,310.9,1118.68,394.2,1343.2,760.85
11-04-2019,314.9,1128.75,390.05,1343.45,752.3
12-04-2019,315.25,1132.63,394.6,1373.85,764.35
15-04-2019,315.6,1144.4,392.75,1386.4,762.85
16-04-2019,315.75,1152.53,407,1369.65,771.1
18-04-2019,310.8,1146.83,404.4,1356.7,771.2
22-04-2019,310.05,1134.35,394.5,1355.35,755.5
23-04-2019,305.25,1122.65,396.5,1366.75,753.25
24-04-2019,310.75,1139.88,401.1,1360.4,752.85
25-04-2019,306.2,1131.72,395.4,1379.25,740.9
26-04-2019,312.5,1140.47,407.2,1386.55,759.9
30-04-2019,309.95,1158.72,407.5,1406.35,766.85
02-05-2019,308.15,1177.9,395.55,1417.8,752.35
03-05-2019,310,1183.97,401.8,1410.4,757.3
06-05-2019,308.75,1164.22,401.3,1408.15,747.45
07-05-2019,305.45,1161.18,386.5,1402.2,741.85
08-05-2019,298.25,1153.63,382.2,1385.5,735.5
09-05-2019,299.3,1145.45,381.4,1398.15,731
10-05-2019,308.05,1148.25,385.1,1389.35,735.05
13-05-2019,306.9,1143.6,376.3,1382.95,732.1
14-05-2019,314.65,1143.95,380.4,1395.8,731.35
15-05-2019,312.1,1143.35,377.05,1413.15,721.95
16-05-2019,315.75,1155.33,382.5,1460,731.85
17-05-2019,319.25,1181.05,389.7,1502.55,748.95
20-05-2019,344.7,1216.18,407.7,1487.9,782.4
21-05-2019,337.55,1201.85,400.15,1495.25,772.95
22-05-2019,341.1,1202.88,405.35,1499.75,779.15
23-05-2019,342.2,1166.05,410.85,1511.7,776.4
24-05-2019,355.35,1186.68,431.75,1529.4,793.2
27-05-2019,361.7,1204.18,435.5,1511,813.9
28-05-2019,360.05,1208.1,434.3,1513.9,808.4
29-05-2019,348.65,1208.45,423.3,1535.35,804.7
30-05-2019,353.55,1219.78,426.2,1522.15,807.55
31-05-2019,352.5,1212.68,423.7,1531.25,808.3
03-06-2019,355.45,1228.55,422.9,1531.35,812.65
04-06-2019,352.4,1226.15,419.1,1514.25,822.8
06-06-2019,336.9,1211.68,411.55,1511.8,807.7
07-06-2019,342.05,1223.83,416.6,1502.6,804
10-06-2019,344.3,1220.1,416.1,1507.7,814.15
11-06-2019,347.1,1224.2,421.35,1483.5,814.8
12-06-2019,344,1213.53,418,1504,813.55
13-06-2019,346.5,1222.35,419.6,1473.85,820.15
14-06-2019,343.8,1217.55,417.75,1460.35,801.2
17-06-2019,337.85,1211,414.2,1461.85,777.7
18-06-2019,340.05,1208.63,422.15,1497.8,775.75
19-06-2019,338.85,1214.18,419.8,1518.35,770.7
20-06-2019,345.15,1213.18,433.4,1489.8,771.4
21-06-2019,349.4,1207.1,430.8,1470.6,771.05
24-06-2019,353.2,1208.97,429.45,1483.9,762.85
25-06-2019,356.55,1214.35,433.65,1490.6,781.65
26-06-2019,358.15,1233.95,438.65,1481.6,788.6
27-06-2019,362.15,1231.15,440.95,1477.1,800.45
28-06-2019,361.25,1221.88,437.1,1481.2,808.55
01-07-2019,361.55,1242.78,439,1471.5,810.45
02-07-2019,364.5,1247.5,436.75,1475,802.6
03-07-2019,366.15,1244.83,435.95,1497.8,806.2
04-07-2019,367.4,1241.9,436.2,1517.2,808.85
05-07-2019,370.65,1236.2,436.35,1475.3,806.1
08-07-2019,355.3,1204.8,425.9,1462.85,782.9
09-07-2019,359.5,1189.58,428.5,1475.85,786.2
10-07-2019,354.2,1194.38,430.9,1484.95,769.25
11-07-2019,363.2,1203.58,426.55,1483.65,766.4
12-07-2019,363.6,1196.95,427.05,1508.1,755.8
15-07-2019,360.05,1197.38,422.3,1501.45,749.75
16-07-2019,364.35,1195.6,424.6,1534.6,761.05
17-07-2019,372.4,1198.72,424.7,1538.25,752.6
18-07-2019,363.65,1205.95,418.65,1498.9,740.4
19-07-2019,356,1187.83,410.3,1454.3,729.25
22-07-2019,350.85,1148.63,411.5,1494,727.45
23-07-2019,342.2,1131.75,411.95,1497.2,728
24-07-2019,339.6,1140.45,408.5,1485.05,712.3
25-07-2019,341.3,1143.03,409,1511.85,723.15
26-07-2019,342.6,1138.65,415.75,1502.5,729.85
29-07-2019,343.8,1122.15,429.35,1498.7,720.25
30-07-2019,327.55,1126.13,425.35,1519.55,707.6
31-07-2019,332.2,1125.83,424.6,1495.8,674.1
01-08-2019,317.15,1110.9,417.05,1507.6,669.3
02-08-2019,308.45,1107.18,410.6,1460.1,673.85
05-08-2019,300.25,1089.63,402.65,1485.3,662.45
06-08-2019,301.4,1094.55,410.25,1476.3,679
07-08-2019,289.9,1092,408.4,1502.75,659.95
08-08-2019,294.35,1116.58,414.4,1532.1,660.1
09-08-2019,291.35,1141,420.15,1511.4,660.8
13-08-2019,283.35,1110.18,410.25,1491.8,649.45
14-08-2019,289.75,1114.72,417.3,1498.95,663.2
16-08-2019,290.9,1113.85,418.95,1496.35,675.65
19-08-2019,286.85,1103.43,423.4,1505.1,685
20-08-2019,283.7,1110.3,416.9,1505.75,672.35
21-08-2019,277.4,1112.93,412.05,1478.25,664.7
22-08-2019,268.55,1087.05,399.1,1470.2,661.15
23-08-2019,271.1,1081.35,395.4,1512.8,663.9
26-08-2019,280.2,1128.08,411.65,1501.55,683.7
27-08-2019,285.7,1129.97,418.6,1483.65,682.95
28-08-2019,284.9,1123.75,412.95,1450.85,678.2
29-08-2019,274.5,1113.47,404.4,1431.45,661.15
30-08-2019,273.85,1113.97,409.65,1414.3,663.9
03-09-2019,268.4,1105.47,392.15,1426.45,645.7
04-09-2019,275.1,1123.88,397.5,1410.15,647.3
05-09-2019,273.3,1117.58,389,1441.55,649.6
06-09-2019,273.95,1122.95,391.35,1471.3,671.1
09-09-2019,278,1124.8,395.45,1475.2,671.55
11-09-2019,285.25,1125.65,394.6,1457.55,681.7
12-09-2019,287.05,1135.43,402.7,1484.25,662.9
13-09-2019,291.7,1128.72,413.4,1474.95,674.25
16-09-2019,284.7,1122.08,412.15,1448.3,670.9
17-09-2019,273.95,1105.68,400.65,1464.75,640.45
18-09-2019,280.4,1093.88,399.35,1452.6,648.4
19-09-2019,274.05,1101.05,386.6,1538.85,638.2
20-09-2019,301.7,1199.6,417.5,1640.6,680.35
23-09-2019,313.75,1257.25,446.3,1618.1,725.5
24-09-2019,302.6,1253.8,440.9,1601.6,704.4
25-09-2019,280.25,1239.7,434.2,1626.85,694.95
26-09-2019,281.85,1242.5,451.95,1643.5,699.9
27-09-2019,281.2,1244.2,449.2,1644.45,700.6
30-09-2019,270.8,1227.45,433.7,1648.2,685
01-10-2019,255.95,1248.8,424.6,1615.75,679.15
03-10-2019,254.15,1223.55,427.3,1563.15,668.4
04-10-2019,249.95,1189.7,413.9,1555.65,656.4
07-10-2019,249.1,1186.9,416.1,1612.35,673.45
09-10-2019,260.95,1228.15,436.7,1584.8,686.3
10-10-2019,254.15,1200.55,423.7,1587.75,672.95
11-10-2019,254.55,1198.8,428.55,1585.5,672.7
14-10-2019,255.45,1204.4,428.85,1615.6,683.5
15-10-2019,258.45,1223.05,431.85,1605.55,690.05
16-10-2019,256.05,1221.1,435.3,1604.55,693.4
17-10-2019,265.45,1220,440.6,1615.25,710.3
18-10-2019,269.65,1229,437.8,1628.85,709.55
22-10-2019,270.5,1239.3,451.15,1613.65,712.75
23-10-2019,275.45,1241.6,455.1,1613.2,714.85
24-10-2019,262.5,1236.1,454.75,1588.6,707.7
25-10-2019,281.55,1229,469.1,1593.15,708.6
27-10-2019,281.3,1238,467.8,1575.55,709.05
29-10-2019,280.65,1242.5,477.4,1578.9,738.45
30-10-2019,289.9,1248.35,471.15,1574.5,747.4
31-10-2019,312.4,1230.35,463.05,1579.9,736.35
01-11-2019,313.55,1240.05,462.25,1571.05,748.3
04-11-2019,314.3,1236.85,470.5,1553.9,742.6
05-11-2019,319.2,1239.5,468.35,1571.05,738.05
06-11-2019,317.55,1256.65,480.7,1584,747.25
07-11-2019,318.15,1263.7,478.55,1600.25,734.75
08-11-2019,316,1255.6,489.45,1616.9,725.5
11-11-2019,318.25,1264.75,496.8,1605.8,733.7
13-11-2019,306.8,1257.55,485.75,1597.6,711.2
14-11-2019,306,1273.9,498.65,1622.75,715.9
15-11-2019,321.9,1277.9,499.85,1627.2,716.9
18-11-2019,325.1,1262.05,498.35,1623.8,722.95
19-11-2019,330.4,1271.9,493.5,1599.45,747.8
20-11-2019,328.8,1273.35,495,1595.25,748.75
21-11-2019,331.35,1283.35,498.25,1569.1,737.4
22-11-2019,329.3,1264.75,496.8,1603.65,732.1
25-11-2019,336.1,1271.1,497.8,1604.4,754.75
26-11-2019,335.5,1275.05,510.7,1617.9,752.25
27-11-2019,343.55,1278.4,505.5,1615,752.9
28-11-2019,349.3,1265.3,519.15,1615.2,750.6
29-11-2019,341.85,1274.95,512.6,1631,739.05
03-12-2019,336.25,1262.55,509.35,1646.75,733.4
04-12-2019,341.85,1255.4,529.25,1651.25,739.85
05-12-2019,336.2,1251.65,528.1,1649.3,729.25
06-12-2019,320,1245.6,524.8,1674.3,717.6
09-12-2019,316.7,1246.05,526.5,1659.25,732
10-12-2019,313.4,1242.95,528.7,1662.4,715.7
11-12-2019,312.8,1249.5,533.55,1686.55,716.55
12-12-2019,321.85,1248.75,535.35,1715.6,722.1
13-12-2019,332.55,1263.6,537.05,1692.75,752
16-12-2019,331.85,1263.85,539.25,1703.95,747.25
17-12-2019,332.9,1257.35,541.15,1713.3,745.65
18-12-2019,326.95,1271.1,541.4,1724.35,741.85
19-12-2019,328.15,1292.35,540.2,1729.5,742.55
20-12-2019,337.85,1288.8,546.1,1692.7,739.85
23-12-2019,332.4,1296.7,541.3,1704.9,743.15
24-12-2019,331.45,1302.4,541.1,1711.55,740.65
26-12-2019,329.85,1289.15,538.75,1694.25,736.5
27-12-2019,337.25,1270.45,549.4,1685.6,760.15
30-12-2019,334.4,1275,543.95,1690.4,754.1
31-12-2019,333.75,1282.15,538.9,1684.35,754.1
01-01-2020,334.45,1272.1,536.75,1674.05,748.7
02-01-2020,339.3,1278.6,540.6,1671.55,756.95
03-01-2020,333.7,1286.75,538.85,1657.1,742.95
06-01-2020,319,1268.4,525.7,1652.55,723.25
07-01-2020,318.4,1240.95,522.9,1670.85,725.75
08-01-2020,319.8,1260.6,525.95,1654.85,724.5
09-01-2020,330.2,1257.3,546.3,1665.05,742.85
10-01-2020,332.25,1271.4,540.25,1684.7,740.05
13-01-2020,330.75,1282.7,538.6,1691.1,737.4
14-01-2020,328,1286,537.6,1676.8,747.9
15-01-2020,324.25,1289.5,535.6,1675.6,746.3
16-01-2020,323.3,1284.25,537.15,1701.55,737.3
17-01-2020,318,1287.65,532.05,1698.1,739.9
20-01-2020,314,1278.15,534.85,1617.9,727.2
21-01-2020,313.7,1254.9,531.05,1625.1,717.6
22-01-2020,316.15,1244.35,522.85,1585.5,712.6
23-01-2020,323.2,1240.85,527.7,1605.85,723
24-01-2020,324.05,1244.85,533.85,1642.95,737.4
27-01-2020,316.2,1244.55,537.25,1618.35,740.25
28-01-2020,315.1,1213.2,528.2,1626.05,737.15
29-01-2020,316.45,1223.2,526.6,1640.45,735.25
30-01-2020,310.7,1235.85,532.2,1628.25,730.9
31-01-2020,318.45,1226.05,525.65,1691.75,729.3
01-02-2020,301.5,1226.3,504,1654.5,705.6
03-02-2020,298.1,1199.75,515.55,1676.25,708.95
04-02-2020,306.25,1192.8,530.8,1698.3,715
05-02-2020,311,1229.8,539.1,1689.75,724.05
06-02-2020,321.95,1244.65,541.6,1674,736.95
07-02-2020,320.55,1239.8,536.45,1653.05,748.15
10-02-2020,318.5,1242.2,533.95,1669.3,741.1
11-02-2020,324.35,1240.3,539.75,1677.45,749.95
12-02-2020,320.2,1240.6,549.3,1714.9,755.25
13-02-2020,327.45,1249,541,1689.8,747.8
14-02-2020,319.4,1241.4,545.8,1680.95,736.5
17-02-2020,314.2,1219.35,541.6,1691.1,738.4
18-02-2020,317.55,1217.15,541.2,1691,733.65
19-02-2020,320.35,1213.25,544.8,1701.1,741.05
20-02-2020,327.65,1227.2,547,1685.95,744.3
24-02-2020,322.95,1217.1,529.85,1678.25,725.45
25-02-2020,326.8,1209.95,530.95,1675.8,728.75
26-02-2020,328.2,1200.3,523.7,1666.5,729.4
27-02-2020,321.95,1199.25,515.35,1682.75,735.85
28-02-2020,303,1199.45,497.25,1620.35,697.3
02-03-2020,287.4,1177.65,506.1,1599,684.2
03-03-2020,289.85,1179.6,514.75,1626.3,687.15
04-03-2020,285.3,1181.8,508.35,1607.95,682.2
05-03-2020,288.5,1148.85,504.5,1651.35,677.9
06-03-2020,270.5,1151.35,486.35,1631.05,657.65
09-03-2020,253.45,1134.9,457.75,1578.15,623.55
11-03-2020,245.1,1107.3,465.65,1589.3,619.35
12-03-2020,212.6,1113.8,425.65,1465.05,543.25
13-03-2020,242,1021.3,447.2,1470.05,568.8
16-03-2020,223.35,1069.8,402.9,1383.7,508.6
17-03-2020,215.15,999.5,367.25,1322.7,488.35
18-03-2020,215.2,975.1,355.05,1171.95,473.45
19-03-2020,203.65,876.9,338.55,1210.85,428.25
20-03-2020,209.85,895.55,345.7,1262.35,428.15
23-03-2020,181.6,882.85,284,1098.25,308.65
24-03-2020,183.2,771.55,296.5,1152.9,303.15
25-03-2020,189.9,767.7,316.9,1290.15,326.8
26-03-2020,192.75,856.75,330.25,1372.95,341.4
27-03-2020,195.95,901.1,339.85,1399.1,359.75
30-03-2020,186.9,904.45,313.4,1293.7,368.15
31-03-2020,196.85,831.65,323.75,1296.05,379
01-04-2020,186.55,861.9,311.15,1181.65,358.65
03-04-2020,175.5,829.65,286.65,1140.85,325.45
07-04-2020,186.4,813.85,326.1,1198.05,388.85
08-04-2020,183,896.1,318.95,1187.65,391.35
09-04-2020,187.75,888.9,342.7,1272.9,420.15
13-04-2020,183.5,925.05,330.65,1250.9,418.95
15-04-2020,182.35,895.35,327.35,1173.75,417.3
16-04-2020,188.5,863.3,342,1130.85,422.55
17-04-2020,193.25,879.75,375.55,1186.25,478.8
20-04-2020,192.5,910.3,361.3,1177.75,455.95
21-04-2020,184.75,944.85,331.85,1130.15,420.65
22-04-2020,188.7,921.65,335.95,1152.15,431.15
23-04-2020,186.7,928.6,352.95,1249.65,430.05
24-04-2020,179.75,954.95,334.85,1239.55,403.95
27-04-2020,180.9,938.05,347.9,1303.6,427.3
28-04-2020,184.3,929.7,359.85,1326.65,455.45
29-04-2020,190.1,931.4,370.45,1327.85,439.1
30-04-2020,190.5,977.1,380.15,1357.2,444.9
04-05-2020,178.85,1001.8,338.05,1277.8,402.8
05-05-2020,170.4,923,330.85,1238.35,389
06-05-2020,171.1,911.45,341.4,1245.95,388.85
07-05-2020,170.75,946.4,336.75,1199.8,397.35
08-05-2020,166.65,925,337.7,1217.45,382.05
11-05-2020,165.45,929.05,320.15,1188.45,379.55
12-05-2020,166.9,915.8,321.2,1157.2,386.85
13-05-2020,174.1,901.55,338.05,1186.7,414
14-05-2020,167.95,927.65,327.4,1173.1,401.95
15-05-2020,166.4,893.7,322.7,1178.3,388.55
18-05-2020,155.3,888.15,298.5,1113.65,358.8
19-05-2020,152.8,836.65,300.3,1130.45,354.5
20-05-2020,153.4,830.65,305.65,1160.1,362.5
21-05-2020,151.95,857.1,304.4,1150.25,357.2
22-05-2020,150.85,859.55,291.05,1160.2,336.95
26-05-2020,151.4,838.85,292.7,1153.2,341.3
27-05-2020,158.6,852.4,318.85,1217.55,387
28-05-2020,158.2,903.65,326.85,1229.45,390.95
29-05-2020,161.3,945.25,331.95,1224,384.95
01-06-2020,170.05,951.65,339.25,1248.4,396.95
02-06-2020,170.25,987.65,348.4,1342.9,410.1
03-06-2020,174.9,1001,356.85,1386.55,409.55
04-06-2020,174.05,1022.25,347.85,1334.4,394.35
05-06-2020,187.8,1001.7,357.2,1337.8,405.3
08-06-2020,186.8,1033.35,359.8,1336.75,430.25
09-06-2020,184.45,1015.9,348.55,1304.15,420.05
10-06-2020,187.7,987.3,353,1332.25,427.45
11-06-2020,177.15,991.85,341.25,1298.7,413.45
12-06-2020,179.15,968.6,344.2,1279.8,408
15-06-2020,173.7,982.75,331.1,1248.9,389.6
16-06-2020,172.9,949.85,342.95,1276.8,381.55
17-06-2020,172.95,990.4,341.95,1243.8,389.6
18-06-2020,179.65,979.25,352,1303.35,405.4
19-06-2020,184.5,1019.95,363.8,1302.5,417.05
22-06-2020,187.7,1033.35,367.55,1355.35,430.15
23-06-2020,192.45,1028.75,376.15,1389.9,443.65
24-06-2020,184.6,1042.3,348.1,1343.9,424.65
25-06-2020,185.25,1032.5,351,1381.7,421.7
26-06-2020,184.6,1028.75,349.1,1340.1,424.85
29-06-2020,179.25,1056.45,343.1,1355.65,404.8
30-06-2020,178.45,1076.05,351.45,1360.45,406.65
01-07-2020,184.8,1065.85,364.05,1356.75,433.25
02-07-2020,185.45,1084.6,362.85,1352,423.2
03-07-2020,184.7,1089.4,361,1353.8,428.45
06-07-2020,188.05,1073.95,361.85,1367.9,434
07-07-2020,188.6,1103,376.05,1368.25,447.35
08-07-2020,191.9,1105.15,368.95,1352.75,444.15
09-07-2020,199.1,1110.35,370.35,1368.15,453.75
10-07-2020,195.6,1124.95,360.35,1349.35,439.6
13-07-2020,192.7,1105.1,353.6,1335.55,440.05
14-07-2020,186.05,1080.25,345.55,1298.3,417.7
15-07-2020,183.8,1058.85,345.8,1290,426.65
16-07-2020,186.25,1053.15,344.65,1322.65,434
17-07-2020,188.2,1062.55,353.8,1327.45,433.1
20-07-2020,190.75,1098.45,363,1319.05,434
21-07-2020,194.4,1133.05,378.8,1359,446.2
22-07-2020,192,1138.55,381.1,1342.35,478.95
23-07-2020,198.25,1126.35,392.25,1374.05,460.85
24-07-2020,191.95,1130.4,381.8,1350,445.6
27-07-2020,187.15,1119.1,358.5,1322.6,431.55
28-07-2020,189.45,1079.5,352.1,1384.05,437.05
29-07-2020,191.2,1086.65,351.05,1389.45,440.9
30-07-2020,186.55,1064.6,344.95,1385,425.85
31-07-2020,191.45,1050.65,346.8,1365.75,431.65
03-08-2020,192.25,1032.8,343.25,1308.55,417.35
04-08-2020,191.6,1002,351,1323.95,429.15
05-08-2020,191.45,1041.65,352.2,1334.2,434.95
06-08-2020,190.95,1027.55,358.75,1340.1,433
07-08-2020,190.65,1040.7,357.95,1342.5,433.3
10-08-2020,193.8,1043.85,363.55,1360.2,431.1
11-08-2020,195.05,1050.65,367.35,1364.6,448
12-08-2020,203.3,1066.65,366.85,1335.1,451.1
13-08-2020,201.9,1063.7,368.05,1336.25,448.1
14-08-2020,196.5,1059.05,361.4,1307.45,435.85
17-08-2020,193.1,1034.45,360.2,1327.55,438.15
18-08-2020,195.1,1032.75,369.55,1369.35,445.8
19-08-2020,197.05,1056.5,374.45,1355.6,444.2
20-08-2020,194.75,1066.6,367.75,1338.35,434.95
21-08-2020,198.4,1059,371.15,1339.4,440.45
24-08-2020,201.45,1085.65,380.35,1387.25,445.8
25-08-2020,207.95,1117.05,386.35,1400.1,451.8
26-08-2020,209.85,1119.7,389.35,1436.7,463.35
27-08-2020,215.65,1118.45,392.2,1420,473.05
28-08-2020,224.85,1112.1,409.7,1467.1,509.2
31-08-2020,212,1114.5,394.6,1401.35,496.75
01-09-2020,218.1,1115.85,390.95,1430.65,485.7
02-09-2020,216.25,1127.3,392.4,1423.5,484.4
03-09-2020,213.15,1134.15,382.75,1396.7,474.95
04-09-2020,206.6,1130.9,372.55,1380.05,455.2
07-09-2020,207.9,1119.3,373.4,1368.75,458.7
08-09-2020,204.05,1110.5,375.7,1350.7,444.35
09-09-2020,194.85,1112.45,367.6,1326.15,431.25
10-09-2020,198.15,1096.5,370.7,1319.5,446.85
11-09-2020,202.7,1090.55,370.5,1330.35,447.2
14-09-2020,198.5,1078.65,363.7,1304.7,440.55
15-09-2020,200.15,1057.95,371.55,1323.95,449.55
16-09-2020,198.2,1070.5,374.7,1325.4,446
17-09-2020,195.45,1093.65,369,1305.1,442.9
18-09-2020,192.6,1083.6,369.55,1277.1,443.35
21-09-2020,185.8,1057.3,350.7,1287.85,423.35
22-09-2020,186.2,1049.3,354.4,1270.55,412
23-09-2020,183.8,1035.4,351.85,1275.4,419.75
24-09-2020,176.35,1047.25,335.7,1246.1,402.45
25-09-2020,182.2,1030.4,348.65,1253.05,415.05
28-09-2020,187.25,1044,363,1278.7,439.25
29-09-2020,185.05,1054.2,357.05,1263.25,426.85
30-09-2020,185.4,1062.55,354.75,1268.2,424.65
01-10-2020,190.3,1078.6,369.2,1305.05,443.7
05-10-2020,188.75,1106.95,373.1,1314.6,444.15
06-10-2020,191.6,1114.35,380.6,1338.25,449.65
07-10-2020,190.7,1144.1,382.65,1324.7,453.1
08-10-2020,191.5,1162.25,387.5,1320.1,451.9
09-10-2020,198.3,1191.8,401.5,1319.85,468.05
12-10-2020,198.7,1233.55,404.05,1312.9,468
13-10-2020,195.7,1213.65,396.25,1344.95,461.35
14-10-2020,200.05,1198.45,406.8,1353.35,471.3
15-10-2020,192.85,1211.5,391,1309.55,462.6
16-10-2020,195.95,1169.25,396.1,1336.55,472.4
19-10-2020,204,1199.35,417.1,1376.7,492.95
20-10-2020,203.05,1203.55,414.6,1368.8,493.95
21-10-2020,203.75,1223.95,420.3,1393.3,501.45
22-10-2020,203.3,1246.7,412.9,1393.05,510.3
23-10-2020,202.8,1233.3,416.95,1383.05,507.2
26-10-2020,196.7,1235.8,404.45,1416.9,493.35
27-10-2020,194.65,1210.9,409.95,1587.65,508.1
28-10-2020,190.45,1233.1,396.05,1551.35,504.7
29-10-2020,188.7,1209.6,399.9,1570.9,493.85
30-10-2020,189.25,1187.2,392.6,1547.4,492.5
02-11-2020,196.05,1183.55,417.45,1580.7,522.65
03-11-2020,204.75,1215.25,443.85,1593.6,534.15
04-11-2020,207,1247.95,437.05,1630.7,525.15
05-11-2020,218.65,1257.4,438.5,1675.45,539.3
06-11-2020,219.2,1269.2,442.8,1718.05,541.75
09-11-2020,219.5,1307.65,462.7,1728.15,565.05
10-11-2020,231.7,1340.55,483.85,1752.95,583.6
11-11-2020,234.2,1393.65,486.55,1807.85,608.65
12-11-2020,226.8,1389.95,476.7,1754.75,599.7
13-11-2020,229.45,1371.7,485.55,1763.3,610.35
17-11-2020,240.2,1358.8,486.4,1796.65,628.8
18-11-2020,252,1408.45,497.65,1830.6,636.3
19-11-2020,239.75,1408.7,478.75,1826.35,611.5
20-11-2020,242.75,1374.35,480.2,1889.4,607.85
23-11-2020,238.7,1403.65,468.25,1897.85,595.6
24-11-2020,243.85,1394.6,478.2,1924.9,619.65
25-11-2020,243,1438.2,472.7,1862.45,599.85
26-11-2020,245.45,1402.8,475.3,1889.1,612.55
27-11-2020,244.25,1426.65,473.35,1907.1,601.6
01-12-2020,248.05,1440.85,485.1,1875.85,603.65
02-12-2020,246.95,1433.3,480.45,1814.2,608.1
03-12-2020,256.3,1406.95,481.85,1821,602.7
04-12-2020,263.5,1377.2,502.05,1846.25,614.5
07-12-2020,269.6,1385.6,510.45,1820.55,619.25
08-12-2020,271.9,1372.25,508.4,1833.8,620.65
09-12-2020,270.35,1376.3,511.5,1883.55,634.2
10-12-2020,269.55,1407.2,506.95,1903.3,627.05
11-12-2020,272.45,1385.85,515.45,1920.4,613.25
14-12-2020,274.2,1382.8,525.8,1939.35,615.9
15-12-2020,270.65,1372.15,518.05,1951.15,607.1
16-12-2020,269.4,1391.3,512.45,1952.55,606.1
17-12-2020,267.7,1410.7,510.4,1965.45,605.4
18-12-2020,271.45,1441.8,517.15,1949.35,609.5
21-12-2020,254.7,1411.35,494.5,1920.85,582.5
22-12-2020,257.45,1372.65,500.3,1902.95,589.75
23-12-2020,263,1373.1,503.6,1920.75,592.45
24-12-2020,266.85,1375.65,513.55,1960.6,610.2
